shot_id,take_id,act,take_start_est,take_end_est,visual_start_est,visual_end_est,semantic_anchor,asset_id,asset_class,asset_path_or_plan,asset_status,motion_policy,sfx_cue,music_atmo,edit_note
A125,EP06_TAKE_021_ALARM_OHNE_URSACHE,S7,00:07:54.700,00:08:19.700,00:08:09.700,00:08:14.700,Alarm → Verursacher,CARD004,CARD,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD004_PRAESENZMODELL.png,READY,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A126,EP06_TAKE_021_ALARM_OHNE_URSACHE,S7,00:07:54.700,00:08:19.700,00:08:14.700,00:08:19.700,Bedrohung früh erkennen,SHOT27,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT27_BEDROHUNG_FRUH_ERKENNEN.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,MUSIC_PULSE_SOFT,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A127,EP06_TAKE_022_AUS_EINEM_SCHATTEN_WIRD_EINE_SCHULTER,S7,00:08:19.950,00:08:43.150,00:08:19.950,00:08:24.590,Knacken wird Schritt,IMG026,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG026_SOUND_BECOMES_STEP.png,READY,STATIC_HOLD,FLOOR_CREAK_SINGLE,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A128,EP06_TAKE_022_AUS_EINEM_SCHATTEN_WIRD_EINE_SCHULTER,S7,00:08:19.950,00:08:43.150,00:08:24.590,00:08:29.230,Schatten wird Schulter,SHOT28,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT28_SCHATTEN_WIRD_SCHULTER.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,ROOMTONE_WIDE,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A129,EP06_TAKE_022_AUS_EINEM_SCHATTEN_WIRD_EINE_SCHULTER,S7,00:08:19.950,00:08:43.150,00:08:29.230,00:08:33.870,Gestalt vervollständigt sich,CLIP010,PLANNED_TRANSFORM_CLIP,PLANNED/CLIP010_SHADOW_COMPLETION.mp4,MISSING_TO_CREATE_OR_LICENSE,NATIVE_MOTION_NO_RETIME_NO_EXTRA_CAMERA,FABRIC_AIR_SOFT,MX_LOW_1.00+MX_HARMONIC_PRESENCE,Wahrnehmungsmetapher
A130,EP06_TAKE_022_AUS_EINEM_SCHATTEN_WIRD_EINE_SCHULTER,S7,00:08:19.950,00:08:43.150,00:08:33.870,00:08:38.510,Alltagsobjekt / körperlicher Rahmen,SHOT29,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT29_ALLTAGSOBJEKT_KORPERLICHER_RAHMEN.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,CURTAIN_RUSTLE_SOFT,MX_LOW_1.00+MX_HARMONIC_PRESENCE,Original · PD
A131,EP06_TAKE_022_AUS_EINEM_SCHATTEN_WIRD_EINE_SCHULTER,S7,00:08:19.950,00:08:43.150,00:08:38.510,00:08:43.150,Unsicherheit wird Gestalt,IMG028,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG028_PRESENCE_BEFORE_FORM.png,READY,GENTLE_PUSH_MAX_1.025_EASED,MUSIC_HARMONIC_TENSION,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A132,EP06_TAKE_023_DIE_PRAESENZ_KOMMT_ZUERST,S7,00:08:43.400,00:09:16.400,00:08:43.400,00:08:50.000,beobachtend / intelligent,SHOT30,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT30_BEOBACHTEND_INTELLIGENT.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,ROOMTONE_WIDE,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A133,EP06_TAKE_023_DIE_PRAESENZ_KOMMT_ZUERST,S7,00:08:43.400,00:09:16.400,00:08:50.000,00:08:56.600,Präsenz vor Gestalt,IMG043,PLANNED_GENERATED_STILL,PLANNED/IMG043_PRESENCE_BEFORE_IMAGE.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,LOW_AIR_TEXTURE,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A134,EP06_TAKE_023_DIE_PRAESENZ_KOMMT_ZUERST,S7,00:08:43.400,00:09:16.400,00:08:56.600,00:09:03.200,Old-Hag-Schwelle,CLIP003,VEO_CLIP,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/CLIP003_OLD_HAG_THRESHOLD.mp4,READY,NATIVE_MOTION_NO_RETIME_NO_EXTRA_CAMERA,CHAIR_WOOD_SOFT,MX_LOW_1.00+MX_HARMONIC_PRESENCE,Folklore-/Oral-History-Visualisierung
A135,EP06_TAKE_023_DIE_PRAESENZ_KOMMT_ZUERST,S7,00:08:43.400,00:09:16.400,00:09:03.200,00:09:09.800,Menschen geben Namen,SHOT31,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT31_MENSCHEN_GEBEN_NAMEN.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,TAPE_HISS_LOW,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A136,EP06_TAKE_023_DIE_PRAESENZ_KOMMT_ZUERST,S7,00:08:43.400,00:09:16.400,00:09:09.800,00:09:16.400,Gestalt überlebt Erzählenden,SHOT32,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT32_GESTALT_UBERLEBT_ERZAHLENDEN.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,MUSIC_RELEASE_DARK_TO_WARM,MX_LOW_1.00+MX_HARMONIC_PRESENCE,
A137,EP06_TAKE_024_ZURUECK_ZU_HUFFORD,S8,00:09:16.650,00:09:39.850,00:09:16.650,00:09:21.290,zurück zu Hufford,SHOT33,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT33_ZURUCK_ZU_HUFFORD.png,MISSING_TO_CREATE_OR_LICENSE,GENTLE_PUSH_MAX_1.025_EASED,PENCIL_NOTE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A138,EP06_TAKE_024_ZURUECK_ZU_HUFFORD,S8,00:09:16.650,00:09:39.850,00:09:21.290,00:09:25.930,1963 / 1982,CARD008,PLANNED_CARD,PLANNED/CARD008_HUFFORD_1963_1982.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_NO_ZOOM_NO_PAN,NONE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A139,EP06_TAKE_024_ZURUECK_ZU_HUFFORD,S8,00:09:16.650,00:09:39.850,00:09:25.930,00:09:30.570,Tradition / Ort,SHOT34,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT34_TRADITION_ORT.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,COAST_WIND_LOW,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,Original · PD
A140,EP06_TAKE_024_ZURUECK_ZU_HUFFORD,S8,00:09:16.650,00:09:39.850,00:09:30.570,00:09:35.210,Fogo-Archivanker,SHOT35,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT35_FOGO_ARCHIVANKER.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,Originalkarte 1873 · PD
A141,EP06_TAKE_024_ZURUECK_ZU_HUFFORD,S8,00:09:16.650,00:09:39.850,00:09:35.210,00:09:39.850,belastbarer körperlicher Stand,SHOT36,PLANNED_EDITORIAL_DERIVATIVE,PLANNED/SHOT36_BELASTBARER_KORPERLICHER_STAND.png,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,NONE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,YELLOW · Attribution/SA prüfen
A142,EP06_TAKE_025_WARUM_WIRD_AUS_LAEHMUNG_EINE_BEGEGNUNG,S8,00:09:40.100,00:10:10.000,00:09:40.100,00:09:46.080,REM-Atonie,IMG009,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG009_REM_BODY_STILL.png,READY,STATIC_HOLD,LOW_BODY_TONE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A143,EP06_TAKE_025_WARUM_WIRD_AUS_LAEHMUNG_EINE_BEGEGNUNG,S8,00:09:40.100,00:10:10.000,00:09:46.080,00:09:52.060,Mischzustand,IMG011,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG011_WAKE_BODY_LAG.png,READY,STATIC_HOLD,SOFT_PHASE_SHIFT,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A144,EP06_TAKE_025_WARUM_WIRD_AUS_LAEHMUNG_EINE_BEGEGNUNG,S8,00:09:40.100,00:10:10.000,00:09:52.060,00:09:58.040,wiederkehrende Familien,IMG016,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG016_THREE_FAMILIES_TRIPTYCH_BASE.png,READY,STATIC_HOLD,MUSIC_THREE_NOTES,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A145,EP06_TAKE_025_WARUM_WIRD_AUS_LAEHMUNG_EINE_BEGEGNUNG,S8,00:09:40.100,00:10:10.000,00:09:58.040,00:10:04.020,Erlebnisfamilien,SHOT37,PLANNED_GENERATED_DERIVATIVE,PLANNED/SHOT37_ERLEBNISFAMILIEN.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,NONE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A146,EP06_TAKE_025_WARUM_WIRD_AUS_LAEHMUNG_EINE_BEGEGNUNG,S8,00:09:40.100,00:10:10.000,00:10:04.020,00:10:10.000,Warum Begegnung?,CARD013,PLANNED_CARD,PLANNED/CARD013_OPEN_PRESENCE_QUESTION.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_NO_ZOOM_NO_PAN,MUSIC_QUESTION_LOW,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A147,EP06_TAKE_026_BRIDGET_BISHOP,S8,00:10:10.250,00:10:43.750,00:10:10.250,00:10:15.833,Nacht wird Gerichtsakte,IMG032,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/IMG032_BEDROOM_TO_COURT_HANDOFF.png,READY,GENTLE_PUSH_MAX_1.025_EASED,PAPER_NOTE,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A148,EP06_TAKE_026_BRIDGET_BISHOP,S8,00:10:10.250,00:10:43.750,00:10:15.833,00:10:21.417,Aussage über Brustdruck,IMG044,PLANNED_GENERATED_STILL,PLANNED/IMG044_BRIDGET_TESTIMONY_HANDOFF.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_HOLD,QUILL_PAPER_SOFT,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A149,EP06_TAKE_026_BRIDGET_BISHOP,S8,00:10:10.250,00:10:43.750,00:10:21.417,00:10:27.000,Salem vor Gericht,ORIG026,PLANNED_ORIGINAL_ASSET,PLANNED/ORIG026_SALEM_COURT_1876.jpg,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,COURT_ROOMTONE_LOW,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,spätere Darstellung klar datieren
A150,EP06_TAKE_026_BRIDGET_BISHOP,S8,00:10:10.250,00:10:43.750,00:10:27.000,00:10:32.583,Bridget Bishop,ORIG027,PLANNED_ORIGINAL_ASSET,PLANNED/ORIG027_BRIDGET_BISHOP_RECORD.jpg,MISSING_TO_CREATE_OR_LICENSE,CONTAIN_STATIC_NO_CROP,PAPER_TURN_SOFT,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,nur verifiziertes PD-Dokument
A151,EP06_TAKE_026_BRIDGET_BISHOP,S8,00:10:10.250,00:10:43.750,00:10:32.583,00:10:38.167,private Nacht / öffentlicher Nachhall,SHOT08,GENERATED_STILL,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/NanoBanana_2K_Series/SHOT08_DAWN_AFTER_PARALYSIS.png,READY,STATIC_HOLD,MUSIC_HANDOFF_EP07,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A152,EP06_TAKE_026_BRIDGET_BISHOP,S8,00:10:10.250,00:10:43.750,00:10:38.167,00:10:43.750,private Nacht wird öffentliche Wahrheit,CARD014,PLANNED_CARD,PLANNED/CARD014_PRIVATE_NIGHT_PUBLIC_RECORD.png,MISSING_TO_CREATE_OR_LICENSE,STATIC_NO_ZOOM_NO_PAN,MUSIC_HANDOFF_EP07,MX_LOW_0.66+MX_HARMONIC_RESOLUTION,
A153,ENDCARD,ENDCARD,00:10:44.550,00:11:04.550,00:10:44.550,00:11:04.550,Gehirn oder Muster? / Endscreen,CARD007,CARD,IMAGE_GENERATION_KIT/03_GENERATED_OUTPUT/CARDS/CARD007_ENDCARD.png,READY,STATIC_NO_ZOOM_NO_PAN,NONE,MX_HARMONIC_RESOLUTION_FADE_20S,Exakt 20 s; YouTube-Endscreen-Flächen frei halten
