cue_id,take_id,section,plan_start,plan_end,timing_method,take_anchor,voice_anchor,asset_id,asset_type,asset_path,source_master,asset_status,movement_rule,overlay_rule,sfx_key,edit_note
V067,EP07_TAKE_012,S4,04:48.60,04:52.90,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Private Nacht wird öffentlich,Gericht als spätere Darstellung,SRC_EP07_Trial_George_Jacobs_Salem_LOC_court_detail_later_depiction,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Trial_George_Jacobs_Salem_LOC_court_detail_later_depiction.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Trial_George_Jacobs_Salem_LOC.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_TRANSITION,Hard cut within act; 0.35 s dissolve only at act boundary
V068,EP07_TAKE_012,S4,04:52.90,04:57.20,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Private Nacht wird öffentlich,Gemeinschaft als spätere Darstellung,SRC_EP07_Witchcraft_at_Salem_Village_1876_crowd_detail_later_depiction,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Witchcraft_at_Salem_Village_1876_crowd_detail_later_depiction.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Witchcraft_at_Salem_Village_1876.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_TRANSITION,Hard cut within act; 0.35 s dissolve only at act boundary
V069,EP07_TAKE_012,S4,04:57.20,05:02.70,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Private Nacht wird öffentlich,private Nacht wird Gericht,CARD002_PRIVATNACHT_GERICHT,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD002_PRIVATNACHT_GERICHT.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,COURT_TRANSITION,Hard cut within act; 0.35 s dissolve only at act boundary
V070,EP07_TAKE_012,S4,05:02.70,05:07.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Private Nacht wird öffentlich,unterschriebene Untersuchung,SRC_EP07_Bridget_Bishop_Examination_1692_p1_signature_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Bridget_Bishop_Examination_1692_p1_signature_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Bridget_Bishop_Examination_1692.pdf,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_TRANSITION,Hard cut within act; 0.35 s dissolve only at act boundary
V071,EP07_TAKE_013,S5,05:07.00,05:11.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Huffords Feldarbeit,Hufford hört zu,IMG011_HUFFORD_FIELD_NOTES_RECON,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG011_HUFFORD_FIELD_NOTES_RECON.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Rekonstruktion,FIELD_TAPE,Hard cut within act; 0.35 s dissolve only at act boundary
V072,EP07_TAKE_013,S5,05:11.33,05:15.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Huffords Feldarbeit,Aufzeichnung und Notizen,SHOT03_CASSETTE_NOTEBOOK_MACRO,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\SHOT03_CASSETTE_NOTEBOOK_MACRO.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,FIELD_TAPE,Hard cut within act; 0.35 s dissolve only at act boundary
V073,EP07_TAKE_013,S5,05:15.67,05:20.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Huffords Feldarbeit,Huffords Buch als Forschungsanker,ORIG_ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED_full_cover,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED_full_cover.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,FIELD_TAPE,Hard cut within act; 0.35 s dissolve only at act boundary
V074,EP07_TAKE_013,S5,05:20.00,05:24.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Huffords Feldarbeit,Neufundland verorten,ORIG_ORIG_NEWFOUNDLAND_MAP_PD_newfoundland_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_NEWFOUNDLAND_MAP_PD_newfoundland_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_NEWFOUNDLAND_MAP_PD.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,FIELD_TAPE,Hard cut within act; 0.35 s dissolve only at act boundary
V075,EP07_TAKE_013,S5,05:24.33,05:28.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Huffords Feldarbeit,Interview im Tageslicht,IMG031_HUFFORD_FIELD_INTERVIEW,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG031_HUFFORD_FIELD_INTERVIEW.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,FIELD_TAPE,Hard cut within act; 0.35 s dissolve only at act boundary
V076,EP07_TAKE_013,S5,05:28.67,05:33.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Huffords Feldarbeit,Erinnerungsort statt Horrorbild,SRC_EP07_Proctors_Ledge_Memorial_full_context,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Proctors_Ledge_Memorial_full_context.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Proctors_Ledge_Memorial.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,FIELD_TAPE,Hard cut within act; 0.35 s dissolve only at act boundary
V077,EP07_TAKE_014,S5,05:33.00,05:36.90,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Erfahrung vor Erzählung,Grundmuster vor Überlieferung,IMG043_FIRST_EPISODE_BODY_TRACE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG043_FIRST_EPISODE_BODY_TRACE.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,PENCIL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V078,EP07_TAKE_014,S5,05:36.90,05:40.80,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Erfahrung vor Erzählung,unbenannter erster Anfall,IMG032_UNNAMED_FIRST_EPISODE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG032_UNNAMED_FIRST_EPISODE.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,PENCIL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V079,EP07_TAKE_014,S5,05:40.80,05:44.70,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Erfahrung vor Erzählung,Hufford als Autor,ORIG_ORIG_HUFFORD_PORTRAIT_LICENSED_portrait,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_HUFFORD_PORTRAIT_LICENSED_portrait.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_HUFFORD_PORTRAIT_LICENSED.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,PENCIL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V080,EP07_TAKE_014,S5,05:44.70,05:48.60,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Erfahrung vor Erzählung,Körper wird Erzählung,IMG013_BODY_TO_STORY_FLOW_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG013_BODY_TO_STORY_FLOW_BASE.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,PENCIL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V081,EP07_TAKE_014,S5,05:48.60,05:52.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Erfahrung vor Erzählung,Druckereignis,IMG056_PRESSURE_AS_MEMORY_RELIEF,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG056_PRESSURE_AS_MEMORY_RELIEF.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,PENCIL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V082,EP07_TAKE_014,S5,05:52.50,05:58.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Erfahrung vor Erzählung,Huffords Umkehrung,CARD003_HUFFORD_INVERSION,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD003_HUFFORD_INVERSION.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,PENCIL_PAPER,Hard cut within act; 0.35 s dissolve only at act boundary
V083,EP07_TAKE_015,S5,05:58.00,06:03.20,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Kultur wirkt danach,Erfahrung und Kultur,IMG015_EXPERIENCE_CULTURE_DECISION_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG015_EXPERIENCE_CULTURE_DECISION_BASE.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,LOW_FEEDBACK,Hard cut within act; 0.35 s dissolve only at act boundary
V084,EP07_TAKE_015,S5,06:03.20,06:08.40,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Kultur wirkt danach,mögliche Rückkopplung,IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Kein Zusatztext,LOW_FEEDBACK,Hard cut within act; 0.35 s dissolve only at act boundary
V085,EP07_TAKE_015,S5,06:08.40,06:13.60,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Kultur wirkt danach,Erzählung wird Körper,IMG018_STORY_BECOMES_BODY,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG018_STORY_BECOMES_BODY.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,LOW_FEEDBACK,Hard cut within act; 0.35 s dissolve only at act boundary
V086,EP07_TAKE_015,S5,06:13.60,06:18.80,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Kultur wirkt danach,Schlafmechanik als Boden,IMG033_AWAKE_BRAIN_BODY_LOCK,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG033_AWAKE_BRAIN_BODY_LOCK.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,LOW_FEEDBACK,Hard cut within act; 0.35 s dissolve only at act boundary
V087,EP07_TAKE_015,S5,06:18.80,06:24.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Kultur wirkt danach,kulturelle Formen,IMG055_CULTURAL_FORM_SETTLES,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG055_CULTURAL_FORM_SETTLES.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,LOW_FEEDBACK,Hard cut within act; 0.35 s dissolve only at act boundary
V088,EP07_TAKE_016,S6,06:24.00,06:28.60,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Zwei Menschen, gleiche Nacht",zwei Menschen,IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Kein Zusatztext,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V089,EP07_TAKE_016,S6,06:28.60,06:33.20,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Zwei Menschen, gleiche Nacht",gleicher Ausgangszustand,IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Rekonstruktion,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V090,EP07_TAKE_016,S6,06:33.20,06:37.80,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Zwei Menschen, gleiche Nacht",körperlicher Start,IMG044_SAME_BODY_TWO_INTERPRETATIONS,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG044_SAME_BODY_TWO_INTERPRETATIONS.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V091,EP07_TAKE_016,S6,06:37.80,06:42.40,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Zwei Menschen, gleiche Nacht",Druck und Präsenz,IMG053_PRESSURE_PRESENCE_RELIEF,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG053_PRESSURE_PRESENCE_RELIEF.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V092,EP07_TAKE_016,S6,06:42.40,06:47.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Zwei Menschen, gleiche Nacht",zwei Erwartungen,IMG034_TWO_EXPECTATIONS_THRESHOLD,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG034_TWO_EXPECTATIONS_THRESHOLD.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V093,EP07_TAKE_017,S6,06:47.00,06:52.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,CTA Erfahrung oder Kultur,Erfahrung oder Kultur,CARD006_CTA_ERFAHRUNG_KULTUR,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD006_CTA_ERFAHRUNG_KULTUR.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,CTA_SILENCE,Hard cut within act; 0.35 s dissolve only at act boundary
V094,EP07_TAKE_017,S6,06:52.50,06:56.20,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,CTA Erfahrung oder Kultur,Entscheidung offen halten,IMG015_EXPERIENCE_CULTURE_DECISION_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG015_EXPERIENCE_CULTURE_DECISION_BASE.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,CTA_SILENCE,Hard cut within act; 0.35 s dissolve only at act boundary
V095,EP07_TAKE_017,S6,06:56.20,06:59.90,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,CTA Erfahrung oder Kultur,Formen verschieben sich,IMG049_DECISION_LAYERS_HOLD,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG049_DECISION_LAYERS_HOLD.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CTA_SILENCE,Hard cut within act; 0.35 s dissolve only at act boundary
V096,EP07_TAKE_017,S6,06:59.90,07:03.60,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,CTA Erfahrung oder Kultur,viele Namen,IMG060_WORD_LAYERS_CTA_BG,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG060_WORD_LAYERS_CTA_BG.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CTA_SILENCE,Hard cut within act; 0.35 s dissolve only at act boundary
V097,EP07_TAKE_017,S6,07:03.60,07:07.30,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,CTA Erfahrung oder Kultur,Forschungsfrage,ORIG_ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED_title_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED_title_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,CTA_SILENCE,Hard cut within act; 0.35 s dissolve only at act boundary
V098,EP07_TAKE_017,S6,07:07.30,07:11.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,CTA Erfahrung oder Kultur,Frage zwischen zwei Modellen,IMG052_QUESTION_BETWEEN_MODELS,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG052_QUESTION_BETWEEN_MODELS.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CTA_SILENCE,Hard cut within act; 0.35 s dissolve only at act boundary
V099,EP07_TAKE_018,S7,07:11.00,07:15.38,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Studie Ägypten und Dänemark,Jalal und Hinton,ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_title_authors,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_title_authors.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,RESEARCH_DESK,Hard cut within act; 0.35 s dissolve only at act boundary
V100,EP07_TAKE_018,S7,07:15.38,07:19.75,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Studie Ägypten und Dänemark,Studienaufbau,ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_methods_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_methods_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,RESEARCH_DESK,Hard cut within act; 0.35 s dissolve only at act boundary
V101,EP07_TAKE_018,S7,07:19.75,07:25.25,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Studie Ägypten und Dänemark,Kulturvergleich,CARD004_AEGYPTEN_DAENEMARK,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD004_AEGYPTEN_DAENEMARK.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,RESEARCH_DESK,Hard cut within act; 0.35 s dissolve only at act boundary
