asset_id,relative_path,bytes,sha256,status,provider_or_source,rights_status,visible_mode_badge,series_usage
GW-EN-0215,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL05_THREE_OBSERVERS_PREVIEW.json,1913,70269efe28186e214c60aab521023c5a385941a773239bf6335b8536f2a75287,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0216,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL05_THREE_OBSERVERS_PREVIEW.png,840188,4343e62ca2cfd03a38aa5d5d847c2bee0f80c1bb89980b0593ea8d3055db6390,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0217,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL05_THREE_OBSERVERS_V2_PREVIEW.json,2055,37f57fc482da40828ee10bdea5899f1a80c7edcce2e15f19d7196fec1c00f311,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0218,03_VISUALS/GENERATED/PREVIEWS/GW_EN_STILL05_THREE_OBSERVERS_V2_PREVIEW.png,1269745,e74800442158a3fb177fb044305bc648100d77c00eb2efa4bf6cfc60659b001e,rejected_preview,Vertex AI,project-owned,NO,EP02_ONLY
GW-EN-0219,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC06_MONROE_RADIO_STUDIO_FINAL.png,1241407,fa55e9434153b328420901d35f6e63e609ffe84c57488fdc0143d69be5b89443,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0220,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC07_MONROE_LAB_BUILDER_FINAL.png,1366510,cd3378a76c279f7914cadc93aced383909fd74dea89efcf36c3b9e3f8ec40e50,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0221,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC08_GATEWAY_TRAINING_SESSION_FINAL.png,1465572,55cb8411e11b7de05e8c9615f728b2ece763841d954cf6b192c40586c0753a78,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0222,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC09_BENTOV_CATHETER_BENCH_FINAL.png,1379924,62f05039bdf21ef8dbc91f766dcd2bb41d222209243700a178f9e5a560a7a86c,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0223,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC10_BODY_OSCILLATION_TEST_FINAL.png,1226398,4b50889e21492bf0341c9370b5861f4dbf3d5397e6acbb8f4869d379c097795a,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0224,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC12_RIGHT_EAR_HEADPHONE_MACRO_FINAL.png,1444959,d72ad8cd02aa5b23fb5cf93f9d325bd72ddd585d8e445151a7efc520af97903e,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0225,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC19_PARTIAL_DIGIT_NOTES_NATIVE.png,1835744,1c0436257ca16dce6b797568140810a10c65199d5db8bc912d6842e0c88e23e6,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0226,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC20_AUTHORIZATION_HAND_NATIVE.png,1618119,092a0fa3f3e0c35c229fd6dde8f9d2f9ab791176c7831a475f315c0eee4e1e0e,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0227,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC22_MODERN_EEG_LAB_NATIVE.png,1674942,0f82f6e2435828e8b1b6b259000a7255676668c75fd424c262a6d0e6a035d346,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0228,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC23_NO_DATASET_EMPTY_LAB_NATIVE.png,1782473,dc8a9aff32df3e868f1b174c3fd22f01e4591dc2593c2839b8b7c204d0eb3331,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0229,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC24_THREE_INPUTS_NATIVE.png,2046731,631f7c28be2c08a140bcd5a7300e0f144fa3446f37c123125bc4dd13c194568f,accepted,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0230,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC25_COLD_WAR_DESPERATION_NATIVE.png,1896570,ab50d896a5dd7dddbfba288de51dcd35c83604ede2a245daeca23a77ad6ea95d,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0231,03_VISUALS/GENERATED/STILLS/GW_EN_FILMIC27_ANONYMOUS_OPERATOR_NATIVE.png,1660899,6c15b01c19cf1270cec4543302d651548eecf4acf3cdb163f786d6c757881327,timeline_selected,Native ImageGen,project-owned,NO,EP02_ONLY
GW-EN-0232,03_VISUALS/GENERATED/STILLS/GW_EN_STILL01_MCDONNELL_REPORT_V2_FINAL.json,1979,32be024e57fdda41ec3b5e638d7de25b7147df6366a718e1ab73b149b760d7e2,accepted,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0233,03_VISUALS/GENERATED/STILLS/GW_EN_STILL01_MCDONNELL_REPORT_V2_FINAL.png,7008324,46313f5c640d25f88d5e65c3d9ecadb112f9dc028cb3b1be1200fff0b3382a09,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0234,03_VISUALS/GENERATED/STILLS/GW_EN_STILL02_BENTOV_OSCILLATOR_OBJECT_V4_FINAL.json,2024,a5a669c4a4ae1f23934dedc3363b3aed95ea0e6663b86ac6de8cf40931dc9ed9,accepted,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0235,03_VISUALS/GENERATED/STILLS/GW_EN_STILL02_BENTOV_OSCILLATOR_OBJECT_V4_FINAL.png,6513877,e3359c88584f721afea752c2b7980fbbad7c9b588c35e7f458fd23c95aeaf8a5,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0236,03_VISUALS/GENERATED/STILLS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_V2_FINAL.json,1956,ca9848ebfc6efe995eea0f365645df4a74e19e1afe82c8e49e9659b79437f85d,accepted,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0237,03_VISUALS/GENERATED/STILLS/GW_EN_STILL03_TEN_DIGIT_PARTICIPANT_V2_FINAL.png,7621012,cd6e8eb73512961c4f7ce411139c72f8a310c4dd6b8047aafff8ebe780cce78f,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0238,03_VISUALS/GENERATED/STILLS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_V2_FINAL.json,1923,f1ae001ba39a3656f265a06d2bba30ff46c48ce6607c9b870ec8df09f2b22690,accepted,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0239,03_VISUALS/GENERATED/STILLS/GW_EN_STILL04_REPORTS_SIDE_BY_SIDE_V2_FINAL.png,6996852,d0566bb44bb99552b2a89d1bbcaf8abe8afe296fb3dc805d3679bff70b0246c8,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0240,03_VISUALS/GENERATED/STILLS/GW_EN_STILL05_THREE_OBSERVERS_V2_FINAL.json,2043,1c2610fc514a333fa924a311fd053752da62b04448faad10d458c5cb73b6d7d8,accepted,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0241,03_VISUALS/GENERATED/STILLS/GW_EN_STILL05_THREE_OBSERVERS_V2_FINAL.png,6901184,537bde18d15ff75a3064b6a500d1feb1f0df6b6f1c9980986cb27f22af75735f,timeline_selected,Vertex AI Nano Banana Pro,project-owned,NO,EP02_ONLY
GW-EN-0242,03_VISUALS/GENERATED/VERTEX_GENERATION_LOG.jsonl,43449,8783b3544986d520c04208157283d92660f6100a42fc7271e80ad743477d6cc3,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0243,03_VISUALS/MAPS/GW_EN_MAP01_FORT_MEADE_CONTEXT.png,52834,94f9011ecefeaac03dabe803ec5533c1cd0468f42f828a3844bb08d090be32c5,timeline_selected,Ken Lund via Wikimedia Commons,CC BY-SA 2.0,NO,EP02_ONLY
GW-EN-0244,03_VISUALS/MAPS/GW_EN_MAP02_FLIGHT191_ROUTE_CONTEXT.png,82038,741f5085b81a992783e04071af03d53f61e8a155ed9740f26e4c7709024ae3b4,timeline_selected,code-native / Census data,project-owned rendering; Census public-domain data,NO,EP02_ONLY
GW-EN-0245,03_VISUALS/METADATA/GW_EN_GENERATION_LEDGER.md,6169,7e9b8da4c648079d9e490fd58dedc72764e3ce0a1bd43ff4efc94301c3255f25,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0246,03_VISUALS/METADATA/NATIVE_IMAGEGEN_MANIFEST.json,2039,b32c173985c9ee7c59951c7979c5c0ca81c417a6618b779613e10ba7ca0d704e,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0247,03_VISUALS/METADATA/NATIVE_IMAGEGEN_MANIFEST.md,1657,7d1be17765fa7922ddfc23490f70a1d855f42b4c2c258872bc8dc9302443ce11,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0248,03_VISUALS/METADATA/VEO/operations.json,6651,542b6571663c37081b6c22fd16809e282b9e61fd6d03f22de226c7ec4294068f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0249,03_VISUALS/PREPRODUCTION_VISUAL_LOCK.md,6597,80dd0f99c95596f9e5f13b6cb7825d82cba901a95312bc9d0a9a96d5572fa2be,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0250,03_VISUALS/QA/AUDIO_PROBES/GW_EN_MIX_PROBE_CLOSING.wav,4992106,9118fc9c8213052d9600e67ec13c61c84d36bc43f646b1d742757cc6a2340f85,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0251,03_VISUALS/QA/AUDIO_PROBES/GW_EN_MIX_PROBE_DENSE_MUSIC_SFX.wav,4800106,ed6edb3f82af60bee9a0b39c378fd5bca4154069459151086627fca7edaa6a2d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0252,03_VISUALS/QA/AUDIO_PROBES/GW_EN_MIX_PROBE_HOOK.wav,6144106,f402862afd3ce545360f6749b53c8379d0f67bf0306a89599f5b5b88b82eb06d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0253,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_FINAL.png,1759261,c051790f6c24848e108169606c64bfe5703da93c30e75003f62fe8f406c6708f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0254,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_FIRST.png,1580002,6ebb9534eafef8ee68e953b133cbd3d4025eaab305d87369f556a51ad1353135,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0255,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_MIDDLE.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0256,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_FINAL.png,152945,0a402138203fd11f20368a2870f7996a5d816e4f93f8edd9ae85b0db62f3b7c8,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0257,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_FIRST.png,664553,06ed0127e9286c1d8c31f6faf1050337e2e68bffb25ef542cf5d62c1d0b0a2b3,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0258,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_MIDDLE.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0259,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_FINAL.png,254429,8905a52947952db8018f038ee354f704e6e33a86afcf7f5655c5d6cf299c7ff6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0260,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_FIRST.png,95766,db4d0eb6bd8740fede42232ff856b14e02d8d33cacd06f19a8bbec30596df111,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0261,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_MIDDLE.png,164613,fc7bb230ff708b37b37a002d855d90e5dd8e7ca5109ef712fa57ac6792a3031d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0262,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP07_TEN_DIGITS_FINAL.png,1332515,d4f01bacac389704523352a1566248172472b205a8da3145304ee2388b720123,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0263,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP07_TEN_DIGITS_FIRST.png,1297159,3c2ced6b9669f5f1176bd326e2e75e0b650d97a872f50a32a9c4aca81d761659,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0264,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP07_TEN_DIGITS_MIDDLE.png,1311787,2bfd35a933650d19ea324b57b142b3a69b7e50d691058d8ac832144bcc0820b2,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0265,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_FINAL.png,124794,d7bc0d4882a8614d2ae5d8a9d46302d00034bec69bb333ead370300470cab1cc,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0266,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_FIRST.png,152759,20d41bfdd326597b74f576cfa6aa94e446b8d407f78331cb2d329fe9679199bb,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0267,03_VISUALS/QA/CLIP_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_MIDDLE.png,135978,f9d643a255c40bac79828e8f74e984fadd5fe1fa7062166c6c0336381873d170,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0268,03_VISUALS/QA/GW_EN_ARCHIVE_CONTACT_SHEET.png,1350503,d5a0c8a804d21a16fbab8362d883874e59674e5893d49dc903d9bcfa673e16b1,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0269,03_VISUALS/QA/GW_EN_CARDS_MOBILE_246PX_PROOF.png,372194,30ea5725b785e9db325ca83b6f72e1a98683c4fa14db26aabda2834e3dd16394,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0270,03_VISUALS/QA/GW_EN_CODE_CLIPS_FIRST_MIDDLE_FINAL.png,736154,ed19e584a15506b6ecbe3145e35b5678eac95faf668044ee30208108f0365d21,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0271,03_VISUALS/QA/GW_EN_DOCUMENT_CARD_CONTACT_SHEET.png,816691,beb67f0f9f6a5d8967c333d85515dc244af06f833e130b70b839252ab37c7c5c,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0272,03_VISUALS/QA/GW_EN_FILMIC_VERTEX_PREVIEWS_CONTACT.png,2006722,247b78cedd91c2ef4ed73ce17efd03de607a7687632a01ac56eb264f50b9e24d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0273,03_VISUALS/QA/GW_EN_FINAL_MIX_SPECTROGRAM.png,1706195,beeb7a7b80e38a6f10baf5b68faff9d643f5964d5457acc3227442daeed4ca9b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0274,03_VISUALS/QA/GW_EN_FINAL_MIX_WAVEFORM.png,13551,b6eb4cbcbb75d6eaf9cfa323ccf263dfe7488d3130335b9e05aa4ad36629df96,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0275,03_VISUALS/QA/GW_EN_FULL_20S_COVERAGE_SHEET.png,1602483,6fb78c8c55d09b4aeb38000798ba7cbded6a3ead941f5b075b7d1ff594572a97,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0276,03_VISUALS/QA/GW_EN_FULL_RENDER_4S_COVERAGE.csv,3246,e4651a335926baa10dd813ef592d5862fcf639beebc86336957d23dcb55cc7ab,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0277,03_VISUALS/QA/GW_EN_FULL_RENDER_4S_PAGE_01_000-096s.png,1624222,0282e6d56515e492fa9f07082574b50c78de718e0cca125c9575817e315a7b2d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0278,03_VISUALS/QA/GW_EN_FULL_RENDER_4S_PAGE_02_100-196s.png,2050549,48ad5389bc062a3586ba1846570c2863cca134ce4ef47753835f7d77ee32274e,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0279,03_VISUALS/QA/GW_EN_FULL_RENDER_4S_PAGE_03_200-296s.png,1619330,6e808e3fbb56532d7544915439f533afe95a35ce3c600cbc89e3e55f7e7f1f91,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0280,03_VISUALS/QA/GW_EN_FULL_RENDER_4S_PAGE_04_300-396s.png,1621896,ce493ba9b0d7c12ac67f7468398ddc4183a25d921f1fb61c9a34c16d3ea36b49,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0281,03_VISUALS/QA/GW_EN_FULL_RENDER_4S_PAGE_05_400-480s.png,949837,b1cd9f97ece9f1317ff479ad74c821c0ae1d4aa37a1ad572a9ffd8dc890c8cbc,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0282,03_VISUALS/QA/GW_EN_FULL_RENDER_AV_QA.json,5976,f04cf452caa229f5d0daebfc49348cbb066740df50cfcf0edb3e278e37339e3e,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0283,03_VISUALS/QA/GW_EN_HOOK_2_5S_CONTACT_SHEET.png,681450,145f47369b71fc754e3bb176f9978ac5e64634c89e3bcc387c52952f791c0a20,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0284,03_VISUALS/QA/GW_EN_MIXED_SPEECH_QA.json,3804,90d1d267303ce2b6e6728c5454b19cfe9daecc7365ecad1dc487e80c455db7af,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0285,03_VISUALS/QA/GW_EN_PICTURE_LOCK_QA.json,2210,1f22b6ae39cf87d9c437b341d4895c30f24d2782d4f17f18620a29e41431f8dd,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0286,03_VISUALS/QA/GW_EN_RENDER_T001.png,1247955,da0991c633ad368df39c8ee7d51ad227e65ccd66ef4ca2d07716b92c4950a6e2,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0287,03_VISUALS/QA/GW_EN_RENDER_TRANSITION_QA.csv,14085,204d63b5b2a92555630195dabe75fd31e623e2509b45158cbe8075aad4f9bbb0,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0288,03_VISUALS/QA/GW_EN_SELECTED_CLIPS_5_POINT_CONTACT_SHEET.png,4969274,f82386041fafbee697f2c9f28a574201a7ae37fd8af9515aaffc102ca975f489,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0289,03_VISUALS/QA/GW_EN_SELECTED_CLIPS_MOTION_QA.json,3604,74b62668adf59966b98b01e5a2d68f6119b1c4b75c52407c36bc74824d14ae81,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0290,03_VISUALS/QA/GW_EN_TRANSITIONS_PAGE_01_011-102s.png,757961,986108fc28beb795bacad46b1b2b6319fbd86c6fe157c5311d9770e38ec0f1b4,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0291,03_VISUALS/QA/GW_EN_TRANSITIONS_PAGE_02_105-206s.png,1046833,c27b294ddb774f6eba31159919a5ef26e441cf13ec8bed7533bee63b437f2e3e,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0292,03_VISUALS/QA/GW_EN_TRANSITIONS_PAGE_03_207-291s.png,882461,3eda4936019dac4077c130fcbf32ff424da29be0dd76e74f415ab03fea76b1d5,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0293,03_VISUALS/QA/GW_EN_TRANSITIONS_PAGE_04_293-396s.png,840288,dbf121ab3586d0532a723734e7ddbed2bcb04e121f0a9960fabe0b8edb5c132d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0294,03_VISUALS/QA/GW_EN_TRANSITIONS_PAGE_05_402-477s.png,589148,4e811c2194c8bafd777179a707e978bad803c27cdbdb23a3768c523cf7742712,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0295,03_VISUALS/QA/GW_EN_VEO_CLIPS_FIRST_MIDDLE_FINAL.png,2080357,d951d4436ff2f38dcb94007666ddf1237d11d8fa6fba9e8cb71651fe9699475d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0296,03_VISUALS/QA/GW_EN_VERTEX_FINAL_CONTACT_SHEET.png,1423997,6b187252b7fb58817fcfda219d1eab640cfad975f1c3d5d8c1aebc8c18375fa7,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0297,03_VISUALS/QA/GW_EN_VERTEX_PREVIEW_CONTACT_SHEET.png,754877,db5ca10026837aec2a303500aeeb17595b6dac38d6f5e2e5334a404b76995c71,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0298,03_VISUALS/QA/GW_EN_VERTEX_PREVIEW_V2_CONTACT_SHEET.png,778101,57f2e284e67ca9ad0234706b3f396619468530a72ffd405ea2132f99e64ac2d8,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0299,03_VISUALS/QA/OBSOLETE_PARTIAL/GW_EN_FULL_RENDER_12S_CONTACT.INVALID_PARTIAL.png,1117506,9723b935220c9b97dac30e45b92d6625a36763c5250dc2d7b2f83102b72f737d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0300,03_VISUALS/QA/OBSOLETE_PARTIAL/GW_EN_FULL_RENDER_4S_CONTACT.INVALID_PARTIAL.png,1009343,7d58915c9500fadd571607adfed0a9151fd390ea785a04718b414a25181895ad,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0301,03_VISUALS/QA/OBSOLETE_PARTIAL/GW_EN_FULL_RENDER_DECODED_8S_CONTACT.INVALID_PARTIAL.png,4326659,c42bae80737fb16d7ef91cb8c24a9cf69493c8fe7ce189960b1dc19be099f040,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0302,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0000.0.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0303,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0040.0.png,1906401,0e2d1e2a1b8e3d30475f15b938728f6c10966de42cc7344d5a0468d754fbd32f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0304,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0200.0.png,2588420,9e8d9efe777580486a102138d4fa6504573eaf84346a21d40e50128b2c97184e,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0305,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0260.0.png,2296271,80ffa21bce8b83fbe5f0afb8d07a5a0f8e3eccb2b1a361c7ca06b4213ba73f47,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0306,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0300.0.png,1311787,2bfd35a933650d19ea324b57b142b3a69b7e50d691058d8ac832144bcc0820b2,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0307,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0360.0.png,2344160,3b8bc1b68c2c069c248f571460bca67d571bffd5ffe33b81549aa00f84751f1b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0308,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_FULL_20S_COVERAGE_SHEET_0480.0.png,135978,f9d643a255c40bac79828e8f74e984fadd5fe1fa7062166c6c0336381873d170,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0309,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0000.0.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0310,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0002.5.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0311,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0005.0.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0312,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0007.5.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0313,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0010.0.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0314,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0025.0.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0315,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0027.5.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0316,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0030.0.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0317,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0032.5.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0318,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0035.0.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0319,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0040.0.png,1906401,0e2d1e2a1b8e3d30475f15b938728f6c10966de42cc7344d5a0468d754fbd32f,accepted,project,project-owned,NO,EP02_ONLY
